"business" "fullname" "sampwsw" "scorewsw" "sampwosw" "scorewosw" "totalsamples" "totalreviewscore" "pvalues" "qvalues" "city" "state" "lat" "long"
"309" "APgL23vh7f7H_wAGTl57xQ" "Woodlands Vegetarian South Indian Kitchen" 24 3.4263994461153 47 3.26019294200735 71 3.31637542226919 0.468496062494154 0.766770952791473 "Chandler" "AZ" 33.321378 -111.9274727
"310" "ApUCpJ9aa6yVgsde16gYrg" "Thai Cafe" 51 2.69841786305139 20 2.83337809177311 71 2.7364348288885 0.67569291670822 0.823297772388417 "Chandler" "AZ" 33.3058201 -111.9007671
"311" "ar90fbRbQtiyZLtwjwwXUg" "Donovan's Steak & Chop House" 68 3.03751856946563 11 3.09306271171647 79 3.04525256395625 0.865166173605877 0.863030953467923 "Phoenix" "AZ" 33.509554 -112.015207
"312" "aRkYtXfmEKYG-eTDf_qUsw" "Lux" 179 3.32821791334193 277 3.41926568553878 456 3.38352544162818 0.325955466853198 0.718716132552355 "Phoenix" "AZ" 33.5005719 -112.0741143
"313" "AryNioF9fxl8RYGiIE7fSA" "Sauce Pizza & Wine" 40 2.78148952631995 58 2.74160457111075 98 2.75788414466552 0.837673999829621 0.863030953467923 "Scottsdale" "AZ" 33.5009676075914 -111.928515910919
"314" "asebFFgabg_lfoNpGJHZlQ" "Stacy's Smokehouse" 50 2.61210840060115 74 2.90894439959389 124 2.78925246451617 0.182525025401425 0.627308090052506 "Phoenix" "AZ" 33.494997 -112.045639
"315" "AsX-6ECbV83zGJLUVMre9w" "Thai Orchid Garden Restaurant" 33 2.94527385040822 24 3.11048569667119 57 3.01483673304526 0.542567092161052 0.79011852883212 "Avondale" "AZ" 33.492053 -112.332821
"316" "AW1uq13zFslTBoD6vL99Bw" "El Rico's Dos Mexican Food" 21 3.39910288454731 13 3.27331156528915 34 3.35100620365448 0.749985392847082 0.840716671657719 "Gilbert" "AZ" 33.349235 -111.821218
"317" "AX8lx9wHNYT45lyd7pxaYw" "Ristorante Giuseppe" 49 3.23875084268266 38 3.41347397106361 87 3.31506669186054 0.419015949181071 0.740709461637238 "Scottsdale" "AZ" 33.6097989 -111.9271921
"318" "aXRtJioBYidoHdS2GTTKhA" "Fuego CityScape" 21 2.63375423512067 10 3.27849586140344 31 2.8417354048893 0.0777659646275017 0.565945318461647 "Phoenix" "AZ" 33.4480003 -112.0730318
"319" "Az69nueCy94SVKkWaNNR0Q" "Le Chalet" 82 3.55134241562977 34 3.35363926852412 116 3.49339494147811 0.26527792254796 0.679911790938683 "Glendale" "AZ" 33.6393732 -112.179954
"320" "azBHKHqif0NXO3xcALo5VQ" "Spicy Pickle" 11 2.97602970954147 23 2.50098186396718 34 2.65467381400592 0.137382946754859 0.599969159433437 "Chandler" "AZ" 33.3197706645368 -111.89549446106
"321" "azLb_kP6VHKSF0dMTfc3rA" "Jersey Mike's" 13 2.52469206844643 20 2.92416618076544 33 2.76679759106401 0.404185026090531 0.735799813523382 "Phoenix" "AZ" 33.6411845 -111.9832636
"322" "B54ozdLlH5ozkwnweskhYg" "Paradise Bakery" 13 2.6653124473538 13 2.77893758130729 26 2.72212501433055 0.784024354169235 0.850830589115603 "Chandler" "AZ" 33.2618154 -111.8605436
"323" "b5cEoKR8iQliq-yT2_O0LQ" "Carlsbad Tavern" 140 2.87212829795689 119 3.19111440572056 259 3.01868948260506 0.00390468647908661 0.217560376544492 "Scottsdale" "AZ" 33.486928 -111.908532
"324" "B8ujMtvvpHyEQ2r_QlAT2w" "Richardson's Cuisine of New Mexico" 58 3.39999902672457 43 3.32007634685914 101 3.36597253925711 0.683444293884694 0.823297772388417 "Phoenix" "AZ" 33.5237203 -112.0480242
"325" "b9dv7Q0A8XcJ44zzTDJeYw" "Qdoba Mexican Grill" 10 2.49185961962584 14 2.77000746380816 24 2.65411252873219 0.614010189319919 0.812822154048841 "Phoenix" "AZ" 33.5960442 -111.979984
"326" "b9svM7RoDUAVnzjFBmf3Ow" "Paradise Bakery and Cafe" 14 3.12921315222956 18 2.97336744679966 32 3.04154994292524 0.669834424945503 0.823297772388417 "Surprise" "AZ" 33.6384612 -112.3610688
"327" "bAkVxrXzYO3772VF6o0_cA" "Stir Fry Paradise" 18 3.22856783885243 12 2.96007914422435 30 3.1211723610012 0.503847588614519 0.776767571794443 "Glendale" "AZ" 33.6370916 -112.201447
"328" "BBPkwpj9kSeDuy0uOwWHJA" "Nagasaki Grill Toh Zan" 30 3.27833556741072 35 3.28012759139406 65 3.27930050340175 0.995348872365989 0.875187795635505 "Mesa" "AZ" 33.393207 -111.877453
"329" "bc-lE-wGVAsUrX-kJhtY-Q" "Don & Charlie's" 117 3.07013663196064 63 3.08834038248549 180 3.07650794464434 0.918460601683512 0.864543834214415 "Scottsdale" "AZ" 33.501821 -111.919938
"330" "BcRb2bBN9pGdV8Ef5-dKUA" "The Habit Burger Grill" 32 3.09340748772637 20 2.67546363302004 52 2.93265985130086 0.158228394789994 0.620883226094821 "Phoenix" "AZ" 33.537943 -112.063117
"331" "BD74uSwDe175zEqfppDRvg" "Valle Luna" 54 2.73697641270747 28 2.61328339550729 82 2.6947397726879 0.676237659331039 0.823297772388417 "Phoenix" "AZ" 33.6328505 -112.0312477
"332" "bDR6kF5Aw9guBkaahSAchw" "Cracker Barrel" 17 3.07908801318037 11 3.45032976428479 28 3.22493298682853 0.125748473490553 0.585991743695348 "Peoria" "AZ" 33.636811 -112.241265
"333" "bEQjf7c-9qkNWgXvriSGZw" "Wonderful Wanda's" 13 2.38197232044019 10 2.58083127546172 23 2.46843273566694 0.696043930283395 0.827214514622039 "Chandler" "AZ" 33.304845 -111.951499
"334" "BESmH-lmMm34_EefL8X9fQ" "Comedor Guadalajara" 55 3.22717737453053 31 3.08627047693657 86 3.1763853533048 0.555689109337185 0.794076056640164 "Phoenix" "AZ" 33.429424 -112.073929
"335" "bF7KQ6AQK5rBS7aOFKtlWg" "Dilly's Deli" 11 3.28467076054665 32 3.36883851744497 43 3.34730723079657 0.786824032009619 0.852342886045677 "Tempe" "AZ" 33.3919202 -111.8920275
"336" "bfDQai9X59uWK-XgP0t6rA" "Dos Gringos" 22 2.26407525035502 19 2.042031816483 41 2.16117707368262 0.626127930872744 0.815601258171936 "Tempe" "AZ" 33.344158 -111.963722
"337" "BFZHdg2TRrgw56CyqkSryA" "Blue Agave Mexican Cantina" 44 2.26826908234396 26 2.16231832676626 70 2.22891594455796 0.714421188190145 0.836870913245681 "Phoenix" "AZ" 33.655906 -111.930086
"338" "bgTB6MgdVQssXhkNJ7qIfw" "Roka Akor" 214 3.45159029661495 99 3.25955460605638 313 3.39085057340314 0.135184654197353 0.595327404432644 "Scottsdale" "AZ" 33.542787037923 -111.925143835533
"339" "BhpK8QOwmisFhiTSMLX-JA" "Ah-So" 21 3.11300191303179 18 2.87753744002053 39 3.00432600241121 0.621320559704368 0.815601258171936 "Glendale" "AZ" 33.6384878 -112.189772
"340" "BicQSnGZnY_yuGEDkhVfnA" "Little Shanghai" 11 3.0012405362857 12 2.27922064975341 23 2.62453450852972 0.157867401315657 0.620883226094821 "Phoenix" "AZ" 33.494646 -111.9947
"341" "BINYfrtGp3A4w0d5E7kbYw" "Otaku" 45 2.58338817146371 14 2.75416001126981 59 2.62391030294312 0.656833293641118 0.82128973354243 "Chandler" "AZ" 33.2711907 -111.7908072
"342" "Bjt3rB73dvSDe1XEPEWc6w" "Sakana Sushi & Grill" 93 3.11537295762516 48 3.25090692920703 141 3.16151218199345 0.468427347720116 0.766770952791473 "Scottsdale" "AZ" 33.5381018 -111.9085143
"343" "bjUH-01t834CVg0Yl0CLWQ" "My Big Fat Greek Restaurant" 35 2.25673767505934 21 2.17674643867232 56 2.22674096141421 0.81567929160496 0.856101468279268 "Phoenix" "AZ" 33.4524340712574 -112.068697407411
"344" "BK51tV_XtCm3UHwRVyCuqQ" "Bacon" 47 2.08908541124293 12 2.73600021529153 59 2.2206613035918 0.0934646731414703 0.565945318461647 "Scottsdale" "AZ" 33.4960516 -111.9303102
"345" "BL3SqCfSJuDTNDR9_b9NdQ" "Kanpai Sushi & Bar" 24 2.44190082564749 11 2.82741245128703 35 2.56306162227706 0.281828284973129 0.695962574340764 "Tempe" "AZ" 33.4233153 -111.9402738
"346" "BM0-dgPJMBMmcmO9PVCJfQ" "Los Compadres Mexican Food" 17 2.68245455639858 60 3.50223923766266 77 3.32124781452643 0.0257978573205735 0.425786088818319 "Phoenix" "AZ" 33.5008018 -112.0824532
"347" "Bm2PBs_AZEtx93zdtwqUJA" "Urban Picnic" 26 3.60964762660229 30 3.44815785786563 56 3.52313525049337 0.464513040773362 0.766054645498543 "Mesa" "AZ" 33.4151368 -111.8375753
"348" "BO_TJFFJyXu8i2rW83hG3g" "Relish Burger Bistro" 12 3.12966507846387 12 2.68226406774675 24 2.90596457310531 0.32294784776572 0.716021437897084 "Scottsdale" "AZ" 33.493947 -111.922301
"349" "bO2rQLEntQLcg675LjEqaA" "Sauce" 18 2.63266575139249 11 2.73688772811086 29 2.67219822532015 0.790500113295299 0.85264002875785 "Chandler" "AZ" 33.220295 -111.867508
"350" "bOB11LVavtN9PWTNwR52Tw" "Barrio Queen" 88 2.29097552636629 17 2.52265871329042 105 2.32848613758258 0.557267186097513 0.794076056640164 "Scottsdale" "AZ" 33.498914 -111.928574
"351" "BPi1Q5wX0_o5VlO_XRyYuQ" "Pizzeria Bianco" 51 2.80440848620769 22 2.82713283433363 73 2.81125691988948 0.948924704454611 0.867907953090979 "Phoenix" "AZ" 33.5078414 -112.0377579
"352" "BpSLpzq_NRYghGSsb10G3A" "Tim Finnegan's Irish Restaurant and Pub" 36 3.02292417321679 39 3.24362045024394 75 3.13768623727091 0.280202676168842 0.695895529323057 "Phoenix" "AZ" 33.569402 -112.1204191
"353" "bQ1s5pqX_UVWVQ-k4e9rAg" "Andrew's BBQ" 34 3.27530725412819 29 2.98775445074055 63 3.14294167796563 0.226553390680393 0.656962225447648 "Tempe" "AZ" 33.3637662 -111.9304053
"354" "byFWmwlVSmUj-AmM6NZYvw" "In-N-Out Burger" 15 3.43885945004098 22 2.90882655069653 37 3.12370475313347 0.099121225979577 0.572183275763728 "Phoenix" "AZ" 33.676097 -111.971948
"355" "byhwHi0lhYdyY5kSpuqoaQ" "Brio Tuscan Grille" 114 2.76770685377962 48 2.82532027828997 162 2.78477749807898 0.739463383667232 0.840716671657719 "Scottsdale" "AZ" 33.6253647878863 -111.925047537451
"356" "BZ5Fqx0dTwZgnLzCcMyJaQ" "Munch A Mania" 14 3.57351538044271 13 3.34025424025374 27 3.46120446109247 0.593210397364212 0.805300983248317 "Tempe" "AZ" 33.422576 -111.896271
"357" "bzDs0u8I-z231QVdIQWkrA" "Los Reyes De La Torta" 126 3.41802690721873 137 3.38651222971047 263 3.40161051627336 0.775076003968522 0.849650983862972 "Phoenix" "AZ" 33.5708369 -112.0655987
"358" "bZivzFTkkjNtUBSuMhoCtg" "Sushi Brokers" 95 2.39314943010782 66 2.67161177565819 161 2.50730169598561 0.154018316730174 0.620883226094821 "Scottsdale" "AZ" 33.64053 -111.92477
"359" "bZkRR9-BnwE-sb1ql7WPJg" "The Good Egg" 16 2.98098563104782 10 2.56357516047551 26 2.82044314236616 0.389073257576292 0.734099593788488 "Mesa" "AZ" 33.380583 -111.7538379
"360" "bzXDUQ-5Odzx5WZNoSoANg" "Oscar's Pier 83" 18 3.19404119274385 22 3.25856004870618 40 3.22952656352313 0.856994676959729 0.863030953467923 "Glendale" "AZ" 33.65316 -112.184993
"361" "C_eWAEOvkHZ_IZYGwjtpmg" "Saddle Ranch Chop House" 51 2.44689287210166 30 2.41798165835183 81 2.43618501515728 0.906381748591557 0.864543834214415 "Glendale" "AZ" 33.5329877 -112.2635192
"362" "c0RSs2KYK5Y-ZlSrNq9LyA" "Moto Sushi" 90 2.50763933901483 49 3.06922880755361 139 2.70560972720476 0.00111660344614101 0.119244727935093 "Phoenix" "AZ" 33.5369963 -112.0474809
"363" "c1yGkETheht_1vjda7G5sA" "Green" 179 3.53591859678035 293 3.40972170219388 472 3.45758027026799 0.125516736135823 0.585991743695348 "Tempe" "AZ" 33.4537869019623 -111.927165985107
"364" "c8XlQvVNwKhH9BOHEObtNQ" "Claim Jumper" 54 2.49726345084799 26 2.32599517654152 80 2.44160126169839 0.561473032759042 0.794076056640164 "Tempe" "AZ" 33.378926 -111.964813
"365" "cB3P1HylsRlEIpWWsRJR5Q" "Los Favoritos" 10 2.43921662691882 32 3.29615113606362 42 3.09211911007676 0.120111082212582 0.581663828534323 "Gilbert" "AZ" 33.319412 -111.8057758
"366" "cBpJIOrVXotDI0XAZH_k0g" "Yard House" 131 3.09596810820041 65 3.00516091321881 196 3.06585347721162 0.485556131810679 0.771643518666537 "Glendale" "AZ" 33.5341236 -112.2612165
"367" "cc9KFNrcY9gA7t9D1a3FpA" "Sandella's Flatbread Cafe" 17 3.49686230964009 20 3.07875535185436 37 3.27085854867483 0.125088126544784 0.585991743695348 "Chandler" "AZ" 33.3058373 -111.9462863
"368" "cdacUBBL2tDbDnB1EfhpQw" "Cafe Carumba" 45 2.79629010998516 23 3.03601938761013 68 2.87737501271125 0.251649745619845 0.669069028582787 "Scottsdale" "AZ" 33.4949678 -111.9241443
"369" "CdOb17NMdQpagyHSxv5mHA" "YC's Mongolian Grill" 27 3.13923668733998 45 3.22411224609077 72 3.19228391155922 0.73716599962536 0.840716671657719 "Tempe" "AZ" 33.394965 -111.909476
"370" "cdwHgELA2puX2DNfwSt5EA" "El Chorro" 63 2.97012561381945 28 3.07272764157384 91 3.00169546851311 0.729874967868871 0.840716671657719 "Paradise Valley" "AZ" 33.5320279 -111.961588
"371" "cE99Cjrj2YXSGs4MECb86w" "Gandolfo's New York Delicatessen" 16 2.30925920067217 14 2.1426270728452 30 2.23149754101958 0.647570803158943 0.820027121308171 "Tempe" "AZ" 33.3496805 -111.9487453
"372" "CEs_oJMtLsll3xBM9slBQQ" "Original Pancake House" 76 2.41073544692523 36 2.71123117675792 112 2.50732336008573 0.26435307470671 0.679911790938683 "Scottsdale" "AZ" 33.502239 -111.9325368
"373" "CEswyP-9SsXRNLR9fFGKKw" "Twin Peaks" 49 2.12598618629258 24 2.41242386035346 73 2.22015747639479 0.339547333883114 0.730471163542478 "Scottsdale" "AZ" 33.629322 -111.8914301
"374" "CFaRVxsnN4Zjf28cbORKIA" "Via Delosantos" 57 2.84428105162564 42 2.82604396592506 99 2.83654410617691 0.929079341987455 0.864543834214415 "Phoenix" "AZ" 33.5694088 -112.0741658
"375" "cfRrO0P-L7o6UWL81pmxCA" "Lo Cascio's Italian Restaurant" 26 2.3667909407187 11 2.80998633807041 37 2.49855173452596 0.405438749851843 0.735799813523382 "Tempe" "AZ" 33.45319 -111.926944
"376" "cfy-C6XNFt-F-dCQfK7EDQ" "Mikado Sushi" 36 3.50322749800542 28 3.00526012433453 64 3.2853667720244 0.0574266158412295 0.552572697134517 "Chandler" "AZ" 33.2611744 -111.8572231
"377" "cgNIBHS2mLdbTRiodAT6EQ" "Tacos De Juarez" 24 3.01763960100989 28 2.97981042165109 52 2.99727004289361 0.903125088524468 0.864543834214415 "Phoenix" "AZ" 33.459347 -112.064755
"378" "Ch_2Ye0w4Q9l3VeVW7VNHA" "Market Bistro" 24 3.29881852861852 29 3.18363345270847 53 3.23579273236585 0.641257435061924 0.81858774959226 "Phoenix" "AZ" 33.607105 -112.063427
"379" "ChmqODwuYP1ewjmWXtxtsg" "Nee House Chinese Restaurant" 42 2.88885482597041 33 2.77786456558526 75 2.84001911140094 0.689660528925141 0.82541612718491 "Phoenix" "AZ" 33.6128817 -111.9777891
"380" "cInzGnaFZ3EIItvFXl1MvQ" "SaBai Modern Thai" 70 3.11624757362151 38 3.21117623404674 108 3.14964839858594 0.637445826659668 0.817709913885755 "Phoenix" "AZ" 33.4801515 -111.9923032
"381" "CIpzeDYD252nq0nRA4px5A" "Charleston's" 34 2.86420968836308 12 3.11623009780812 46 2.92995414300092 0.384612406531065 0.734099593788488 "Scottsdale" "AZ" 33.639342 -111.924724
"382" "cKxXBvOithS-Ic5KnhEKrg" "Carrabba's Italian Grill" 25 3.07068701086828 13 2.32977481819734 38 2.8172170502177 0.0674484686172598 0.565945318461647 "Chandler" "AZ" 33.3208924 -111.9686252
"383" "ckZVnb6gF3PPVWkoVhAiEw" "Hibachi Grill & Supreme Buffet" 13 2.67442043531282 11 1.61469131576832 24 2.18871125552159 0.0775403150090525 0.565945318461647 "Phoenix" "AZ" 33.487608 -112.082516
"384" "cLojUtqkFpVIHFEvA_5Atw" "The Breadfruit" 135 2.95045559897921 63 2.78355632713909 198 2.8973512852119 0.328871384999714 0.721270931701077 "Phoenix" "AZ" 33.4556584 -112.0719926
"385" "CMTDZRDnv_O0rwAvRVbjvg" "BlueMoon Vietnamese Kitchen" 22 3.21089496647535 21 2.74743360881255 43 2.98455337319817 0.169760642798679 0.627308090052506 "Mesa" "AZ" 33.4132849273635 -111.873616464253
"386" "cN6aBxe2mQvrQlzk26LyRQ" "Durant's" 178 3.38566954571173 100 3.44358232725086 278 3.40650148151718 0.628158434307141 0.815601258171936 "Phoenix" "AZ" 33.4772365 -112.0734835
"387" "cNGI_5GbfNFbZBMQZ-s-UQ" "Salvadoreño Restaurant" 17 3.28480918387513 16 3.23731071078901 33 3.26177962116671 0.878126562352392 0.863030953467923 "Phoenix" "AZ" 33.566128 -112.07346
"388" "CNvPqN9pa5aJRn-Npcqgdg" "The Original Wineburger" 35 2.78277459976531 28 2.5818904936493 63 2.69349277482486 0.492547985510952 0.771643518666537 "Phoenix" "AZ" 33.5252672 -112.0995348
"389" "CO8UjN6WXsDJqo5qJx8nFA" "Tokyo Stop" 15 2.89023855932323 12 2.64034108553948 27 2.77917301541934 0.569443057985058 0.794092855448596 "Tempe" "AZ" 33.421824 -111.9602619
"390" "corPOxxIBRJ7DSpryYvorw" "Roy's Restaurant" 78 3.20209941674433 27 3.00873503418437 105 3.1523771469432 0.449628234752712 0.755180046693945 "Phoenix" "AZ" 33.683479 -111.966112
"391" "Cota2ttLUjoKhFU6ukYqSA" "Taiwan Food Express" 27 2.65514786844935 34 2.74456841761197 61 2.7049888302777 0.726544598803094 0.840716671657719 "Mesa" "AZ" 33.413158 -111.875779
"392" "cOUS79i4vltKIc_hy4OZBg" "Baiz Market" 23 3.22547463746283 44 3.49259305449259 67 3.40089568745252 0.283945001458456 0.697084127504465 "Phoenix" "AZ" 33.455036 -112.038676
"393" "coXomDOValXzks6BwMHG1A" "The Living Room Wine Cafe & Lounge" 27 3.03297900873682 13 2.95174649887455 40 3.00657844303158 0.796911126314701 0.85401972455593 "Phoenix" "AZ" 33.4743013 -112.0649235
"394" "cp39VURFby4A6u9m2It8jg" "Zinburger" 179 2.80622777733687 123 2.90595038305886 302 2.84684327569384 0.393840974316353 0.734099593788488 "Phoenix" "AZ" 33.5102068 -112.0272041
"395" "Cp5_NSJFNgylD5SUdmT8nQ" "Hollywood Alley" 17 2.87831060773205 30 2.98692930105835 47 2.94764168857862 0.710396175383131 0.833680120170342 "Mesa" "AZ" 33.3786447 -111.8912399
"396" "Cp6JGY5YIRncTV_My9nf9g" "Mariscos Playa Hermosa" 54 3.72971491329544 30 3.57384741250676 84 3.67404794872805 0.390102341388337 0.734099593788488 "Phoenix" "AZ" 33.457528 -112.047286
"397" "cpjNtM6Hzs3YjTBFEFcL-Q" "Scottsdale Mondrian" 21 1.82580698192837 22 1.74826992288987 43 1.78613685869937 0.855234400801151 0.863030953467923 "Scottsdale" "AZ" 33.49447 -111.924226
"398" "CQDxI8giIc6Kg9hQFLC6Uw" "Jersey Mike's" 13 2.33638770566673 12 2.98210785852772 25 2.64633337904001 0.19648448831703 0.627921519208466 "Chandler" "AZ" 33.306349 -111.891192
"399" "CqhsIZ7TzCfJTrZqg5-gqQ" "Armadillo Grill" 62 3.12039174389783 39 2.79457354437557 101 2.99458075596349 0.127980816748411 0.587525572497538 "Phoenix" "AZ" 33.5093736 -112.0409502
"400" "cQZcWeIDKEF-7nWU3gJMUw" "Cafe Rio Mexican Grill" 11 2.36192814479797 17 2.59529629317765 28 2.50361594917135 0.617144557183964 0.812822154048841 "Phoenix" "AZ" 33.5097465515137 -112.035583496094
"401" "Cr2JNnewX53TYd9w6qw6Jw" "The Habit Burger Grill" 19 2.54432826357134 27 2.91553555280172 46 2.76221080290221 0.178508350985487 0.627308090052506 "Chandler" "AZ" 33.318913 -111.969608
"402" "crSme9ZoLQNMtRGxv0htTw" "Majerle's" 23 2.61325231501144 12 2.80524984184181 35 2.67908003849614 0.683472747713933 0.823297772388417 "Goodyear" "AZ" 33.463428 -112.3469877
"403" "CRvVvR6aE1eWVRtzQ0UC6g" "Lulu's Taco Shop" 12 2.65355982415279 34 2.53586219799902 46 2.56656592656087 0.751366537908249 0.840716671657719 "Gilbert" "AZ" 33.360423 -111.789894
"404" "cRwNwAGQ8Pc_-orLefrwRw" "Freddys Frozen Custard & Steakburgers" 30 2.99612034287743 47 3.31675537538482 77 3.19183263544688 0.193480863776348 0.627308090052506 "Glendale" "AZ" 33.6387544 -112.1672359
"405" "Cse5FvYuACIxljwaac2SZg" "Cave & Ives" 25 3.22274660307011 16 3.51115139596732 41 3.33529481493244 0.33183418669872 0.724443457252018 "Phoenix" "AZ" 33.494594 -111.9893448
"406" "CsJReJjzMNtw7ZTPCuVZYQ" "Mediterranean Buffet" 10 1.93821223394497 21 1.38762714973504 31 1.56523524141566 0.304055017019234 0.705542871160347 "Phoenix" "AZ" 33.508282 -112.048136
"407" "CSoURupWEyuyzkjMOExKPg" "North Italia" 77 2.96439505848519 23 3.20633672430594 100 3.02004164162396 0.373360389677662 0.734099593788488 "Phoenix" "AZ" 33.5083691 -111.9942752
"408" "cT_rocMh92B9t62Disp6gA" "Thai Rama" 82 2.77637204791781 42 2.96096193665285 124 2.83889442958613 0.392795169014301 0.734099593788488 "Chandler" "AZ" 33.306465 -111.877826
"409" "cUaaIk_3UdeSJ54CLvrW8A" "Slices" 16 2.45740919868589 43 2.60586695533538 59 2.56560722471857 0.662705657486572 0.823297772388417 "Tempe" "AZ" 33.4243474 -111.9398364
"410" "CuyNmwDOLeMTrbv2c6rNxA" "Rosita's Fine Mexican Food" 10 2.46896185237905 28 2.57715207156831 38 2.54868096125535 0.741264855814801 0.840716671657719 "Mesa" "AZ" 33.3640276 -111.8776753
"411" "CV4DDFG6tII-ehzaWPXK4g" "Wildflower Bread Company" 28 3.20736067283375 24 3.3704067441374 52 3.28261270574313 0.523105615109728 0.780400766432761 "Phoenix" "AZ" 33.6674187 -112.1203279
"412" "Cv4kZH9zN0wpN2Drn0qkLg" "Chipotle Mexican Grill" 12 3.54203487830672 16 2.94911696004415 28 3.20322463929954 0.187690883016478 0.627308090052506 "Chandler" "AZ" 33.317422 -111.968815
"413" "cVejKU_SrdbvzIbQ4oPV0A" "Mi Patio Mexican Restaurant" 132 3.15255910412591 54 2.99857787463996 186 3.10785487621063 0.357082903553493 0.733402334781179 "Phoenix" "AZ" 33.4874748 -112.0830342
"414" "CvRGjwCsrQs1DYYL3z8R7g" "Rainforest Cafe" 54 1.55967826507428 22 1.46000168109182 76 1.53082451707936 0.708638047180392 0.833468308196739 "Tempe" "AZ" 33.383123 -111.964485
"415" "cXx-fHY11Se8rFHkkUeaUg" "16th Street Sports Bar & Grill" 24 2.67868397457328 18 3.03807724881824 42 2.83270966353541 0.369880790730432 0.734099593788488 "Phoenix" "AZ" 33.5318417 -112.0479816
"416" "CycfCC0OLvTjG3Eks8D1og" "P.F. Chang's China Bistro" 43 2.55731915587686 32 2.4184751407885 75 2.49807904277249 0.609874029093054 0.812678644450141 "Scottsdale" "AZ" 33.5019817 -111.9276185
"417" "Cz0McL5lUaihqOIw0_Yo7w" "Over Easy" 68 2.3075471559082 35 2.80103925611622 103 2.47523864627015 0.0604816848942265 0.552572697134517 "Scottsdale" "AZ" 33.6391061 -111.8817668
"418" "d_8bMNQd0mesbEUeq1U2kQ" "Star of India" 26 3.12428182655986 21 3.15747000517537 47 3.13911058721785 0.909226319805145 0.864543834214415 "Phoenix" "AZ" 33.304667 -111.9945819
"419" "D09yG6Z3gcsh24Qn7Y4gYA" "Chico's Tacos" 10 2.13834197917043 34 2.37717433772386 44 2.32289425623444 0.546669622983972 0.793388146351423 "Phoenix" "AZ" 33.4657117 -112.0657286
"420" "D1T1jtCfTfXD-cQE3QViow" "Joe's Diner" 88 3.07201725897672 37 3.34625889285738 125 3.1531927826054 0.195964516458963 0.627825452200785 "Phoenix" "AZ" 33.5016589 -112.04725
"421" "d3MxUXS1b6U2P_gGuCO1-A" "Sens Asian Tapas & Sake Bar" 159 3.13269454908855 92 3.22072832621195 251 3.1649619096278 0.538701635495545 0.789459132680689 "Phoenix" "AZ" 33.455863 -112.072167
"422" "d52zg-S0o940WUCK-nNiKw" "Carolina's Mexican Food" 52 3.42085244161266 204 3.19615608447396 256 3.24179753201776 0.0787787185175714 0.565945318461647 "Phoenix" "AZ" 33.4315119 -112.0561119
"423" "d7V3ykQHqChv0KtXEanKLw" "Rock Bottom Restaurant & Brewery" 45 2.35532691075201 14 2.36930728097509 59 2.35864428673715 0.965515540675491 0.868034917757741 "Phoenix" "AZ" 33.6931139271254 -111.997843322754
"424" "d83_qJwcOYOojQsapu1Z4A" "Tiny's Country Cafe" 26 2.88895860181112 15 3.3118627635666 41 3.04367963659971 0.175041874293349 0.627308090052506 "Phoenix" "AZ" 33.626933 -112.100731
"425" "DacThWipWrC-vx0jIelNGw" "Great Wall Chinese Restaurant" 15 3.20082322979254 14 2.78008507862626 29 2.99770826026399 0.336415660420643 0.72908460776457 "Gilbert" "AZ" 33.306176258386 -111.720842568395
"426" "DBoebGeuz91QAP3tSFYs6w" "Capriotti's Sandwich Shop" 14 3.67663885694799 27 2.96861012186612 41 3.21037603140627 0.00756751477840246 0.288561357012797 "Mesa" "AZ" 33.3997 -111.7883
"427" "dcd3C1gWv-vVdQ9XYV8Ubw" "Grimaldi's Pizzeria" 157 3.22868614563702 128 3.31734623500403 285 3.26850541384396 0.415201940387982 0.740709461637238 "Scottsdale" "AZ" 33.4938414 -111.9268138
"428" "DcrM4hwDcU2G6vuh2cnaYQ" "noca" 194 3.30576747940596 74 3.17106176042645 268 3.26857261670267 0.428199591477369 0.744560907070627 "Phoenix" "AZ" 33.5100242 -112.0152854
"429" "DDnmNTvIIQu2t3WZ2EQx-w" "Sierra Bonita Grill" 78 3.22598526465036 61 3.36086992007252 139 3.28517925012339 0.372894087823136 0.734099593788488 "Phoenix" "AZ" 33.538748 -112.064759
"430" "DE8UVNCCpOE0vTAbGaMoeQ" "Romanelli's Deli & Bakery" 21 3.62183003106647 36 3.62697011924899 57 3.62507640255017 0.982247543484432 0.87200409452464 "Phoenix" "AZ" 33.5671173 -112.1333288
"431" "DeAnVirgOxQnI36V1W158A" "Juan's Authentic Mexican Food" 35 2.96066165918418 28 3.0123034365738 63 2.98361356024623 0.856108977293993 0.863030953467923 "Phoenix" "AZ" 33.4803943 -112.0491027
"432" "dec2TzjQ1skgmugHKJyLwQ" "In N Out Burger" 14 3.63106665545042 12 2.0859562118674 26 2.9179387584121 0.00700297415962116 0.288561357012797 "Phoenix" "AZ" 33.5823955 -112.1198803
"433" "DfJRq4pqowfdTB4iTAENjQ" "Vito's Pizza" 16 3.46562034656171 14 3.04877111244422 30 3.27109070397355 0.352772535199751 0.733402334781179 "Glendale" "AZ" 33.5532675 -112.1525685
"434" "dG7KLQ1a584wI5jSADIPIg" "Florencia Pizza Bistro" 31 3.37452204996452 21 3.17271452987006 52 3.29302285915714 0.50537701180137 0.776767571794443 "Phoenix" "AZ" 33.316873 -112.004102
